LocNameHeb,LocalityCode,EstbYr,DistrictCode,DistrictHeb,SubDistrictCode,SubDistrictHeb,NatRegCode,NatRegHeb,MetrCode,MetrHeb,TypeLocCode,TypeLocHeb,MuniCode,MuniHeb,pop_thou,men_thou,women_thou,religion,ReligionHeb,religion_pcnt,age0_17_pcnt,age18_64_pcnt,age65_pcnt,m_age0_17_pcnt,m_age18_64_pcnt,m_age65_pcnt,w_age0_17_pcnt,w_age18_64_pcnt,w_age65_pcnt,DependencyRatio,age_median,m_age_median,w_age_median,married_pcnt,notmarried_pcnt,m_married_pcnt,m_notmarried_pcnt,w_married_pcnt,w_notmarried_pcnt,j_isr_pcnt,j_abr_pcnt,aliya1960_pcnt,aliya61_89_pcnt,aliya90_01_pcnt,aliya2002_pcnt,israel_pcnt,asia_pcnt,africa_pcnt,europe_pcnt,america_pcnt,population
עין ורד,157,1930,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",310,מושב,18,מועצה אזורית לב השרון,1.1,0.6,0.5,1,יהודים,98.1,30,61.2,8.8,34.3,57,8.8,25.6,65.6,8.8,701.8,34,33,36,64.7,35.3,65.7,34.3,63.8,36.2,90.7,9.3,49,26.2,17.1,7.7,58.4,4.2,6.1,28.3,2.9,501
עין חרוד (איחוד),89,1921,2,מחוז הצפון,23,נפת יזרעאל,232,עמק חרוד,,ללא שיוך למטרופולין,330,קיבוץ,8,מועצה אזורית הגלבוע,0.5,0.3,0.3,1,יהודים,97.8,20.5,59.4,20.2,18.1,62.2,19.7,22.9,56.5,20.6,740.4,38,38,38,48.1,51.9,48,52,48.3,51.7,82.4,17.6,37.6,39.2,13.9,9.3,61.6,4.5,5.7,17,11.1,501
עין חרוד (מאוחד),82,1921,2,מחוז הצפון,23,נפת יזרעאל,232,עמק חרוד,,ללא שיוך למטרופולין,330,קיבוץ,8,מועצה אזורית הגלבוע,0.7,0.4,0.4,1,יהודים,97.8,24.1,58.8,17.1,23.6,59.5,16.9,24.5,58.2,17.3,768.7,33,32,34,46.7,53.3,47,53,46.4,53.6,88.4,11.6,62.3,15.8,16.3,5.6,58.9,4.7,6,27.8,2.6,501
עין יהב,806,1951,6,מחוז הדרום,62,נפת באר שבע,625,הערבה,343,"מטרופולין באר שבע, טבעת חיצונית, גזרה דרומית",310,מושב,54,מועצה אזורית הערבה התיכונה,0.6,0.3,0.3,1,יהודים,98.5,34.8,57.3,7.9,36.4,53.1,10.5,33,61.7,5.2,764.2,32,33,32,68.5,31.5,68,32,69,31,91.3,8.7,52.1,24.6,8.8,14.6,58.6,6.7,8.6,23.5,2.6,501
עין יעקב,813,1950,2,מחוז הצפון,24,נפת עכו,243,אזור יחיעם,,ללא שיוך למטרופולין,310,מושב,52,מועצה אזורית מעלה יוסף,0.8,0.4,0.4,1,יהודים,99.1,34.8,61.2,4,34.3,63.1,2.6,35.2,59.2,5.5,689.3,29,29,29,63.4,36.6,61.5,38.5,65.4,34.6,89.6,10.4,64.4,23.9,11.7,,48,29.2,12.8,8.3,1.7,501
עין כרמל,426,1947,3,מחוז חיפה,32,נפת חדרה,321,חוף הכרמל,243,"מטרופולין חיפה, טבעת חיצונית, גזרה דרומית",330,קיבוץ,15,מועצה אזורית חוף הכרמל,0.6,0.3,0.3,1,יהודים,97.9,33.3,55.9,10.8,36.1,53.7,10.2,30.9,57.8,11.3,913.2,29,28,30,46.5,53.5,51.2,48.8,42.8,57.2,87.8,12.2,44.2,28.2,27.6,,54.3,3.2,9,28.4,5,501
עין צורים,622,1949,6,מחוז הדרום,61,נפת אשקלון,611,אזור מלאכי,,ללא שיוך למטרופולין,330,קיבוץ,34,מועצה אזורית שפיר,1.1,0.6,0.5,1,יהודים,99.8,31.2,60.8,8,32,59.3,8.8,30.4,62.4,7.1,728,27,27,28,68.5,31.5,65.9,34.1,71.2,28.8,84,16,31.6,51.6,10.9,5.9,47.6,7.7,13.7,20.5,10.5,501
עין קנייא,4502,,2,מחוז הצפון,29,נפת גולן,291,אזור החרמון,,ללא שיוך למטרופולין,450,יישוב כפרי אחר לא יהודי,99,מועצה מקומית,1.7,0.9,0.8,5,דרוזים,99.2,36.8,58.8,4.4,38.5,57.6,3.9,34.9,60.2,4.9,793.2,25,24,27,59.9,40.1,58.1,41.9,61.8,38.2,,,,,,,,,,,,501
עין ראפה,514,,1,מחוז ירושלים,11,נפת ירושלים,111,הרי יהודה,,ללא שיוך למטרופולין,450,יישוב כפרי אחר לא יהודי,26,מועצה אזורית מטה יהודה,0.9,0.5,0.4,2,מוסלמים,99.1,46.9,48.2,4.9,46.8,47.6,5.6,47,48.8,4.2,1204.8,20,19,21,61.6,38.4,57,43,67.1,32.9,,,,,,,,,,,,501
עין שמר,139,1927,3,מחוז חיפה,32,נפת חדרה,324,אזור חדרה,,ללא שיוך למטרופולין,330,קיבוץ,14,מועצה אזורית מנשה,0.5,0.3,0.3,1,יהודים,95.3,19.3,61.8,18.8,21.3,61.4,17.3,17.4,62.3,20.3,719.4,36,34,40,47.6,52.4,48.9,51.1,46.3,53.7,78.7,21.3,47.9,26.6,14.3,11.3,48,6.5,6.8,29.6,9,501
עין שריד,880,1950,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",350,יישוב כפרי אחר יהודי,18,מועצה אזורית לב השרון,1.3,0.7,0.6,1,יהודים,99.3,33.4,62.1,4.5,34.2,61.9,3.9,32.6,62.4,5,716.2,28,26,30,54.7,45.3,53.6,46.4,55.9,44.1,83.6,16.4,50.4,31,14.8,3.8,46.2,10.7,28.1,10.2,4.9,501
עינת,871,1925,4,מחוז המרכז,42,נפת פתח תקווה,422,אזור פתח תקווה,142,"מטרופולין תל אביב, טבעת חיצונית, גזרה מזרחית",330,קיבוץ,20,מועצה אזורית דרום השרון,0.6,0.3,0.3,1,יהודים,96.3,27.1,63.1,9.8,28.4,63.8,7.7,25.8,62.3,11.9,610.5,31,28,34,50.3,49.7,48.6,51.4,52,48,89.4,10.6,62,24.9,7.6,5.4,60.6,5.2,5.9,26.3,2,501
עלמה,688,1949,2,מחוז הצפון,21,נפת צפת,212,גליל עליון מזרחי,,ללא שיוך למטרופולין,310,מושב,2,מועצה אזורית מרום הגליל,0.6,0.3,0.3,1,יהודים,100,36.5,54.6,8.9,36.4,56.2,7.4,36.6,52.8,10.7,950.3,27,27,27,61.5,38.5,57.5,42.5,66.2,33.8,87.3,12.7,95.4,4.6,,,49.9,1.4,48,0.6,,501
עלמון,3715,1982,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,73,מועצה אזורית מטה בנימין,0.8,0.4,0.4,1,יהודים,97.2,39.1,56.9,4,38.9,56.9,4.3,39.4,57,3.7,870.7,25,25,26,56.7,43.3,55.5,44.5,58.1,41.9,86.9,13.1,9,53.5,31.3,6.2,55.8,11.3,8,20.3,4.6,501
עמינדב,779,1950,1,מחוז ירושלים,11,נפת ירושלים,111,הרי יהודה,,ללא שיוך למטרופולין,310,מושב,26,מועצה אזורית מטה יהודה,0.8,0.4,0.4,1,יהודים,99.4,25.9,67.4,6.6,23.6,69.2,7.2,28.3,65.7,6,511.4,31,31,31,53.6,46.4,50.4,49.6,57.1,42.9,83.6,16.4,48.5,23.3,23.3,4.9,50,22,11.7,12.3,4,501
עמיקם,773,1950,3,מחוז חיפה,32,נפת חדרה,323,הר אלכסנדר,,ללא שיוך למטרופולין,310,מושב,45,מועצה אזורית אלונה,0.6,0.3,0.3,1,יהודים,97.2,37.3,59.7,3,37.1,61.3,1.6,37.4,58.3,4.3,746.3,30,29,31,59,41,63.1,36.9,55.5,44.5,87.8,12.2,47.9,30,14.7,7.4,57.5,9.1,8.3,19.5,5.5,501
עמיר,319,1939,2,מחוז הצפון,21,נפת צפת,211,עמק חולה,,ללא שיוך למטרופולין,330,קיבוץ,1,מועצה אזורית הגליל העליון,0.5,0.3,0.3,1,יהודים,94.4,22.4,63.3,14.3,24.9,60.7,14.4,19.9,66,14.1,663.1,35,35,35,48.3,51.7,49.7,50.3,46.9,53.1,77,23,50,44.4,2.5,3.1,42.6,3.5,12.8,26.1,14.9,501
עמקה,708,1949,2,מחוז הצפון,24,נפת עכו,245,אזור נהרייה,241,"מטרופולין חיפה, טבעת חיצונית, גזרה צפונית",310,מושב,4,מועצה אזורית מטה אשר,0.6,0.3,0.3,1,יהודים,100,31.7,57.7,10.6,28.1,64.3,7.6,35.1,51.4,13.6,805.5,31,32,31,54,46,52.4,47.6,55.7,44.3,84.7,15.3,84.5,4.3,6.8,4.4,49.6,41.3,5.3,3.1,0.7,501
ענב,3712,1981,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,72,מועצה אזורית שומרון,0.5,0.3,0.3,1,יהודים,99,41.5,56.9,1.6,39.6,57.9,2.6,43.2,56.1,0.7,871,22,24,21,65.7,34.3,66.2,33.8,65.2,34.8,81.3,18.7,12.5,35.7,32.9,18.9,43.9,10.2,18.2,16.9,10.9,501
עץ אפרים,3778,1985,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,350,יישוב כפרי אחר יהודי,72,מועצה אזורית שומרון,0.7,0.3,0.3,1,יהודים,97.5,35.5,59.8,4.8,35.5,59.4,5.1,35.4,60.2,4.4,765.8,26,26,27,56.4,43.6,54.6,45.4,58.4,41.6,82.3,17.7,22.8,25.3,47.7,4.3,47.3,15.2,10.6,23.1,3.8,501
עראמשה*,1246,,2,מחוז הצפון,24,נפת עכו,244,אזור אילון,,ללא שיוך למטרופולין,450,יישוב כפרי אחר לא יהודי,4,מועצה אזורית מטה אשר,1.3,0.7,0.7,2,מוסלמים,99.6,36.2,58,5.8,38.2,56.6,5.1,34.1,59.4,6.5,866.9,24,23,25,50.9,49.1,51,49,50.9,49.1,,,,,,,,,,,,501
ערב אל נעים,1335,,2,מחוז הצפון,24,נפת עכו,241,אזור שפרעם,,ללא שיוך למטרופולין,450,יישוב כפרי אחר לא יהודי,56,מועצה אזורית משגב,0.6,0.3,0.3,2,מוסלמים,100,57,41.6,1.4,60.1,38.7,1.2,53.5,44.8,1.6,1697.4,15,13,16,63.4,36.6,64.2,35.8,62.6,37.4,,,,,,,,,,,,501
ערוגות,593,1949,6,מחוז הדרום,61,נפת אשקלון,611,אזור מלאכי,,ללא שיוך למטרופולין,310,מושב,33,מועצה אזורית באר טוביה,0.9,0.5,0.5,1,יהודים,99.2,28.5,65,6.5,28.4,65.5,6.1,28.6,64.5,6.9,599.9,32,32,32,65,35,63.7,36.3,66.4,33.6,86.4,13.6,62.4,23.2,10.2,4.2,48.6,8.2,10.1,29.4,3.7,501
עשרת,591,1954,4,מחוז המרכז,44,נפת רחובות,441,אזור רחובות,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",350,יישוב כפרי אחר יהודי,32,מועצה אזורית גדרות,1,0.5,0.5,1,יהודים,99.3,28.7,53.5,17.9,30,53.8,16.1,27.3,53.1,19.5,1011.7,38,36,40,60.1,39.9,62.5,37.5,57.9,42.1,79.9,20.1,60.1,26.4,10,3.4,46.9,6.8,6.6,33.8,6,501
עתניאל,3748,1983,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,78,מועצה אזורית הר חברון,0.8,0.5,0.3,1,יהודים,100,37.2,61.9,0.9,30.2,69.2,0.6,51,47.5,1.5,1328.8,19,19,17,40.3,59.7,28.2,71.8,72.5,27.5,90.9,9.1,12.8,43.5,37.1,6.6,58.5,4,11,12.3,14.2,501
פדואל,3768,1984,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,72,מועצה אזורית שומרון,1.1,0.6,0.5,1,יהודים,99.9,51.1,48.7,0.2,44.7,55.3,,58.6,41,0.4,1506.3,16,18,14,60.9,39.1,53.5,46.5,71.3,28.7,93.2,6.8,6.7,43.5,47.5,2.3,67.2,3.4,5.1,14.4,9.8,501
פדיה,838,1951,4,מחוז המרכז,43,נפת רמלה,432,אזור רמלה,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",310,מושב,30,מועצה אזורית גזר,0.6,0.3,0.3,1,יהודים,99.9,34.6,56.5,8.9,33.5,56.9,9.6,35.6,56.2,8.2,891,30,31,27,61.9,38.1,61.2,38.8,62.5,37.5,84.9,15.1,92.7,4.2,3.1,,47,43.7,7.8,1.1,0.5,501
פורייה - נווה עובד,1105,1949,2,מחוז הצפון,22,נפת כנרת,221,כינרות,,ללא שיוך למטרופולין,350,יישוב כפרי אחר יהודי,6,מועצה אזורית עמק הירדן,0.8,0.4,0.4,1,יהודים,94.5,32.7,58.5,8.8,37.5,55.4,7.1,27.4,61.9,10.6,866.4,28,25,34,54.6,45.4,56.1,43.9,53.2,46.8,81.1,18.9,58.3,27.5,10,4.2,44.8,7.2,39.9,4.9,3.2,501
פורייה עילית,1313,1955,2,מחוז הצפון,22,נפת כנרת,221,כינרות,,ללא שיוך למטרופולין,350,יישוב כפרי אחר יהודי,6,מועצה אזורית עמק הירדן,0.6,0.3,0.3,1,יהודים,85.5,29.1,62.6,8.3,27.2,63.1,9.7,30.9,62.1,7,718.6,32,31,32,58.7,41.3,59,41,58.5,41.5,73.1,26.9,30.4,30.2,16.1,23.2,38.6,11.5,17.8,19.5,12.6,501
פורת,767,1950,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",310,מושב,18,מועצה אזורית לב השרון,1,0.5,0.5,1,יהודים,99.8,37.6,55.5,6.9,38.2,56.4,5.5,37.1,54.5,8.4,904.1,25,25,26,57.8,42.2,56.2,43.8,59.6,40.4,89.7,10.3,82.1,13.8,4,,52.1,4.1,41.3,2.4,0.1,501
פטיש,749,1950,6,מחוז הדרום,62,נפת באר שבע,622,אזור בשור,324,"מטרופולין באר שבע, טבעת פנימית, גזרה מערבית",310,מושב,42,מועצה אזורית מרחבים,0.7,0.4,0.3,1,יהודים,99.9,34.2,56.3,9.5,38.7,52.8,8.5,29.2,60.2,10.6,911,28,25,33,58.5,41.5,59.3,40.7,57.7,42.3,84,16,91.7,6.1,2.2,,46.4,46.7,5.8,1,0.1,501
פסגות,3659,1981,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,73,מועצה אזורית מטה בנימין,1.5,0.8,0.7,1,יהודים,100,49.5,48.1,2.4,49.5,48,2.5,49.5,48.2,2.3,1201.3,18,18,18,73.2,26.8,71.6,28.4,74.9,25.1,88.9,11.1,7.7,55.3,31,5.9,61.6,3.8,5.4,19.6,9.6,501
פתחיה,839,1951,4,מחוז המרכז,43,נפת רמלה,432,אזור רמלה,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",310,מושב,30,מועצה אזורית גזר,0.7,0.4,0.3,1,יהודים,99.4,31.5,60.2,8.3,31.8,59.5,8.7,31.1,61,7.9,774.2,30,28,31,59.1,40.9,56.8,43.2,61.7,38.3,85.2,14.8,80.6,12.3,5.2,1.8,46.7,13.4,35.4,4.1,0.4,501
צובה,465,1948,1,מחוז ירושלים,11,נפת ירושלים,111,הרי יהודה,,ללא שיוך למטרופולין,330,קיבוץ,26,מועצה אזורית מטה יהודה,0.6,0.3,0.3,1,יהודים,97.8,25.6,61.5,12.9,27.3,59,13.6,23.8,64.2,12,735.8,31,30,34,52.5,47.5,51.3,48.7,53.7,46.3,79.9,20.1,36.1,31.7,14,18.1,45.2,6.1,8.2,29.4,11.1,501
צופים,3791,1989,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,350,יישוב כפרי אחר יהודי,72,מועצה אזורית שומרון,1.1,0.5,0.6,1,יהודים,97,44.1,54.2,1.6,43.3,55.5,1.2,44.8,53.2,2.1,958.4,21,23,20,61,39,65.1,34.9,57.3,42.7,85.3,14.7,12.2,36.1,46.9,4.8,50,11.1,11.5,17.3,10.1,501
צופית,198,1933,4,מחוז המרכז,42,נפת פתח תקווה,421,דרום השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",310,מושב,20,מועצה אזורית דרום השרון,1.2,0.6,0.6,1,יהודים,98.4,31.2,60.6,8.2,32.8,59.7,7.5,29.6,61.6,8.9,689.9,32,31,33,62,38,60.2,39.8,63.8,36.2,88.2,11.8,43.5,28.1,19.6,8.7,55.9,7.7,4.7,26.3,5.4,501
צורית,1221,1981,2,מחוז הצפון,24,נפת עכו,242,אזור כרמיאל,241,"מטרופולין חיפה, טבעת חיצונית, גזרה צפונית",370,יישוב קהילתי,56,מועצה אזורית משגב,0.7,0.4,0.3,1,יהודים,99.6,37.4,61.8,0.8,39.3,59.6,1.1,35.3,64.1,0.6,734.2,26,24,32,62.7,37.3,61.2,38.8,64.2,35.8,92,8,26.3,30.9,41.2,1.7,59.7,5.3,7.8,23.3,3.8,501
ציפורי,613,1949,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,310,מושב,9,מועצה אזורית עמק יזרעאל,0.7,0.3,0.4,1,יהודים,89.9,42.1,54.5,3.4,38.7,58.1,3.3,45.3,51.2,3.6,920.6,24,25,22,61.5,38.5,62.4,37.6,60.6,39.4,85.9,14.1,37,48.2,14.8,,47.6,7.4,9.5,29.3,6.1,501
צלפון,796,1950,1,מחוז ירושלים,11,נפת ירושלים,112,שפלת יהודה,,ללא שיוך למטרופולין,310,מושב,26,מועצה אזורית מטה יהודה,0.7,0.4,0.3,1,יהודים,100,31.2,59.6,9.2,32.9,59.1,8,29.4,60.1,10.5,803.8,30,27,32,59.5,40.5,57.6,42.4,61.5,38.5,82.5,17.5,81.3,8.7,9.1,0.9,41.8,27.7,26.1,3.7,0.7,501
צנדלה,636,,2,מחוז הצפון,23,נפת יזרעאל,232,עמק חרוד,,ללא שיוך למטרופולין,450,יישוב כפרי אחר לא יהודי,8,מועצה אזורית הגלבוע,1.4,0.7,0.7,2,מוסלמים,100,41.3,53.1,5.6,43.3,51.7,5,39.2,54.5,6.3,1038.3,23,22,25,63.2,36.8,64,36,62.4,37.6,,,,,,,,,,,,501
צפרייה,594,1949,4,מחוז המרכז,43,נפת רמלה,432,אזור רמלה,133,"מטרופולין תל אביב, טבעת תיכונה, גזרה דרומית",310,מושב,40,מועצה אזורית עמק לוד,0.6,0.3,0.4,1,יהודים,98.6,37.3,55.3,7.4,28.6,62,9.4,43.2,50.8,6.1,1003.1,25,30,19,56.1,43.9,71.4,28.6,46,54,77,23,38.9,14.4,14.7,32,43.4,5.9,13.9,33.2,3.6,501
צרופה,612,1949,3,מחוז חיפה,32,נפת חדרה,321,חוף הכרמל,243,"מטרופולין חיפה, טבעת חיצונית, גזרה דרומית",310,מושב,15,מועצה אזורית חוף הכרמל,0.9,0.5,0.5,1,יהודים,100,35.1,57.8,7,36.9,56.5,6.6,33.4,59.1,7.5,798.5,30,28,30,61.9,38.1,61.9,38.1,61.9,38.1,85.9,14.1,62.4,26,7.9,3.8,50.8,16.2,19.8,11.1,2,501
צרעה,567,1948,1,מחוז ירושלים,11,נפת ירושלים,112,שפלת יהודה,,ללא שיוך למטרופולין,330,קיבוץ,26,מועצה אזורית מטה יהודה,0.9,0.4,0.4,1,יהודים,98,27.5,57.2,15.3,29.3,55.1,15.6,25.6,59.2,15.1,859.8,34,32,34,55.4,44.6,56.3,43.7,54.6,45.4,76.9,23.1,27.7,51.2,19.5,1.7,43.1,2.8,22.1,21.6,10.3,501
קבוצת יבנה,334,1941,4,מחוז המרכז,44,נפת רחובות,441,אזור רחובות,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",330,קיבוץ,29,מועצה אזורית חבל יבנה,1,0.5,0.5,1,יהודים,99.3,39.5,49.1,11.4,42.3,48.6,9.1,36.5,49.7,13.8,1212.6,23,21,25,45.7,54.3,46.1,53.9,45.4,54.6,83.9,16.1,52,28.6,6.1,13.3,58.3,1.7,5.3,27.2,7.5,501
קדר,3781,1985,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,76,מועצה אזורית גוש עציון,0.8,0.4,0.4,1,יהודים,99.6,44.5,54.7,0.9,44.5,54.4,1,44.4,54.9,0.7,1015.3,20,20,20,57.8,42.2,60.4,39.6,55.3,44.7,91.5,8.5,13.1,57.3,28.1,1.5,58,12,15,11.9,3.2,501
קדרון,615,1949,4,מחוז המרכז,44,נפת רחובות,441,אזור רחובות,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",310,מושב,28,מועצה אזורית ברנר,1.4,0.7,0.7,1,יהודים,98.9,34.7,56.5,8.8,36.1,55.9,8.1,33.4,57.1,9.5,855.9,32,31,33,65.8,34.2,66.8,33.2,64.8,35.2,86.9,13.1,57.6,27.4,9.2,5.8,55.4,6.5,5.9,28.1,4.1,501
קורנית,1179,1982,2,מחוז הצפון,24,נפת עכו,241,אזור שפרעם,241,"מטרופולין חיפה, טבעת חיצונית, גזרה צפונית",370,יישוב קהילתי,56,מועצה אזורית משגב,0.7,0.3,0.3,1,יהודים,100,36.9,62.4,0.8,40.6,59.1,0.3,33.1,65.7,1.2,769.6,30,23,34,63.2,36.8,63.1,36.9,63.3,36.7,90.7,9.3,22.8,36.5,39,1.7,55.1,6.2,5.5,31,2.1,501
קריית נטפים,3746,1983,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,72,מועצה אזורית שומרון,0.6,0.3,0.3,1,יהודים,99.8,48.8,49.8,1.4,48.7,49.4,2,48.9,50.3,0.8,1065.6,19,20,19,77.4,22.6,78.5,21.5,76.4,23.6,96.1,3.9,39.5,40,20.6,,66.7,18.5,7.1,4.4,3.4,501
קשת,4006,1974,2,מחוז הצפון,29,נפת גולן,292,גולן צפוני,,ללא שיוך למטרופולין,320,מושב שיתופי,71,מועצה אזורית גולן,0.6,0.4,0.3,1,יהודים,100,36.8,62.6,0.6,29.1,70.4,0.5,47.4,51.9,0.7,1433.9,19,19,18,42.8,57.2,34.7,65.3,55.6,44.4,89.8,10.2,10.7,38.3,29.2,21.7,58.6,3.5,5.3,18.6,14,501
ראס עלי,990,,3,מחוז חיפה,31,נפת חיפה,311,אזור חיפה,222,"מטרופולין חיפה, טבעת פנימית, גזרה מזרחית",450,יישוב כפרי אחר לא יהודי,12,מועצה אזורית זבולון,0.5,0.3,0.3,2,מוסלמים,98.8,52.3,45.7,2,54.7,43.3,2,49.7,48.2,2.1,1372.7,17,15,18,63.4,36.6,65.1,34.9,61.9,38.1,,,,,,,,,,,,501
ראש צורים,3602,1969,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,330,קיבוץ,76,מועצה אזורית גוש עציון,0.5,0.3,0.3,1,יהודים,99.8,49.6,50.2,0.2,50.4,49.2,0.4,48.9,51.1,,1114.5,18,16,19,75.9,24.1,74.3,25.7,77.6,22.4,90.8,9.2,6.4,70,19.7,3.9,55.8,3.8,7.1,18.7,14.6,501
רבבה,3795,1991,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,72,מועצה אזורית שומרון,1,0.5,0.5,1,יהודים,100,64.3,35.4,0.3,64.7,34.9,0.4,63.9,35.9,0.2,1923.3,10,10,11,85.9,14.1,92.1,7.9,80.6,19.4,94.5,5.5,,36.3,36.4,27.3,70.7,4.7,3.6,12.4,8.5,501
רביבים,354,1943,6,מחוז הדרום,62,נפת באר שבע,626,הר הנגב הצפוני,333,"מטרופולין באר שבע, טבעת תיכונה, גזרה דרומית",330,קיבוץ,48,מועצה אזורית רמת נגב,1,0.5,0.5,1,יהודים,95,41.2,46.3,12.5,41.6,47.3,11.2,40.8,45.3,13.9,1332.3,24,23,24,45.6,54.4,44.9,55.1,46.4,53.6,80.8,19.2,27.3,33.7,22.1,17,48.9,4,6.9,28.5,11.7,501
רגבה,390,1946,2,מחוז הצפון,24,נפת עכו,245,אזור נהרייה,241,"מטרופולין חיפה, טבעת חיצונית, גזרה צפונית",320,מושב שיתופי,4,מועצה אזורית מטה אשר,0.9,0.4,0.4,1,יהודים,99.5,22.9,64.4,12.7,25.2,64.2,10.6,20.7,64.6,14.7,614.7,35,33,37,56.8,43.2,60.6,39.4,53.5,46.5,81.3,18.7,56.8,34.9,7.2,1.2,45.4,5.7,8.6,36,4.3,501
רומאנה,539,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,450,יישוב כפרי אחר לא יהודי,65,מועצה אזורית אל-בטוף,1,0.5,0.4,2,מוסלמים,100,51.3,46.9,1.9,51.8,47,1.2,50.6,46.8,2.6,1341.7,17,17,17,61.7,38.3,57.4,42.6,66.7,33.3,,,,,,,,,,,,501
רומת הייב,997,,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,,ללא שיוך למטרופולין,450,יישוב כפרי אחר לא יהודי,65,מועצה אזורית אל-בטוף,1.6,0.8,0.8,2,מוסלמים,99.7,43.5,53.1,3.4,43.1,53.7,3.2,43.8,52.6,3.6,1095.6,20,20,20,52.5,47.5,52.8,47.2,52.2,47.8,,,,,,,,,,,,501
ריחאנייה,540,,2,מחוז הצפון,21,נפת צפת,212,גליל עליון מזרחי,,ללא שיוך למטרופולין,450,יישוב כפרי אחר לא יהודי,2,מועצה אזורית מרום הגליל,1.1,0.6,0.5,2,מוסלמים,99.1,32.9,61.2,5.9,33.3,61.4,5.3,32.5,61,6.5,720.3,27,27,26,61.1,38.9,60.4,39.6,61.8,38.2,,,,,,,,,,,,501
רימונים,3565,1977,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,73,מועצה אזורית מטה בנימין,0.6,0.3,0.3,1,יהודים,99,37.9,60.2,1.9,34.3,63.1,2.6,41.3,57.5,1.2,785.9,24,25,23,59.6,40.4,59.7,40.3,59.5,40.5,83.1,16.9,7.5,44.7,43,4.7,51.2,9,10.6,19.9,9.2,501
רינתיה,616,1949,4,מחוז המרכז,42,נפת פתח תקווה,422,אזור פתח תקווה,142,"מטרופולין תל אביב, טבעת חיצונית, גזרה מזרחית",310,מושב,25,מועצה אזורית חבל מודיעין,1,0.5,0.5,1,יהודים,99.3,31,61.8,7.2,32.5,60.4,7.1,29.4,63.3,7.3,687.9,32,30,33,62,38,61,39,63.1,36.9,85.4,14.6,65.8,17.9,12.5,3.8,46.3,8.3,29.3,13.7,2.4,501
רם-און,1069,1960,2,מחוז הצפון,23,נפת יזרעאל,234,עמק יזרעאל,,ללא שיוך למטרופולין,310,מושב,8,מועצה אזורית הגלבוע,0.8,0.4,0.4,1,יהודים,99.6,43.1,45.4,11.5,46.9,41.2,12,39,50,11,1244,30,26,32,70.8,29.2,72.2,27.8,69.5,30.5,91.1,8.9,47.6,28.2,18.2,6.1,62.4,7.7,6.1,19.3,4.5,501
